calendar.year,variable,value
2065,Increase FRA and EEA,0.16337782929525518
2066,Increase FRA and EEA,0.16271178572527545
2067,Increase FRA and EEA,0.16590381597086026
2068,Increase FRA and EEA,0.16440336062737468
2069,Increase FRA and EEA,0.16499306098906202
2070,Increase FRA and EEA,0.16572441670423518
2071,Increase FRA and EEA,0.16593229326905695
2072,Increase FRA and EEA,0.1653693616611241
2073,Increase FRA and EEA,0.16606127825374817
2074,Increase FRA and EEA,0.16595719491157243
2075,Increase FRA and EEA,0.16743289980458015
2076,Increase FRA and EEA,0.1664556345196649
2077,Increase FRA and EEA,0.16713924228603913
2078,Increase FRA and EEA,0.16598404685078977
2079,Increase FRA and EEA,0.16521651628300132
2080,Increase FRA and EEA,0.1663112396134301
2081,Increase FRA and EEA,0.16568837386554722
2082,Increase FRA and EEA,0.16585185330798746
2083,Increase FRA and EEA,0.16472793827916818
2084,Increase FRA and EEA,0.16533745893271462
2085,Increase FRA and EEA,0.16575240958466855
2086,Increase FRA and EEA,0.16565786028817864
2087,Increase FRA and EEA,0.16739952014977777
2088,Increase FRA and EEA,0.16779626854320887
2089,Increase FRA and EEA,0.16819894444815853
2090,Increase FRA and EEA,0.16860323746099318
2005,"$150,000 Tax Max",0.11088980239288546
2006,"$150,000 Tax Max",0.11009089601242979
2007,"$150,000 Tax Max",0.1123532664358174
2008,"$150,000 Tax Max",0.11533282945655698
2009,"$150,000 Tax Max",0.12744613244971578
2010,"$150,000 Tax Max",0.13811924563224573
2011,"$150,000 Tax Max",0.13686109240963185
2012,"$150,000 Tax Max",0.13844612298021564
2013,"$150,000 Tax Max",0.13957097916062566
2014,"$150,000 Tax Max",0.14085104582818858
2015,"$150,000 Tax Max",0.13029758252215484
2016,"$150,000 Tax Max",0.13541029992572792
2017,"$150,000 Tax Max",0.13336582925232482
2018,"$150,000 Tax Max",0.13426882629813447
2019,"$150,000 Tax Max",0.1361281916537802
2020,"$150,000 Tax Max",0.139002418013748
2021,"$150,000 Tax Max",0.13970833283371623
2022,"$150,000 Tax Max",0.14336802509584
2023,"$150,000 Tax Max",0.14406500049899612
2024,"$150,000 Tax Max",0.14831759572687578
2025,"$150,000 Tax Max",0.15168549442428894
2026,"$150,000 Tax Max",0.15229214196794538
2027,"$150,000 Tax Max",0.15461398176665828
2028,"$150,000 Tax Max",0.15534096643299056
2029,"$150,000 Tax Max",0.1570988630840406
2030,"$150,000 Tax Max",0.15851887788704883
2031,"$150,000 Tax Max",0.15978331616760585
2032,"$150,000 Tax Max",0.1603572325557761
2033,"$150,000 Tax Max",0.16338167227367886
2034,"$150,000 Tax Max",0.16533621142814056
2035,"$150,000 Tax Max",0.16554638111651596
2036,"$150,000 Tax Max",0.1645009957998879
2037,"$150,000 Tax Max",0.1649618412630181
2038,"$150,000 Tax Max",0.16476830951579977
2039,"$150,000 Tax Max",0.16460791680471396
2040,"$150,000 Tax Max",0.16484898504028161
2041,"$150,000 Tax Max",0.16353005317319827
2042,"$150,000 Tax Max",0.16345107049425306
2043,"$150,000 Tax Max",0.1642020830533495
2044,"$150,000 Tax Max",0.1641532019375138
2045,"$150,000 Tax Max",0.16160373615693835
2046,"$150,000 Tax Max",0.16249797066492472
2047,"$150,000 Tax Max",0.16215428150581915
2048,"$150,000 Tax Max",0.1617281691377724
2049,"$150,000 Tax Max",0.16245043533109313
2050,"$150,000 Tax Max",0.16292040603875033
2051,"$150,000 Tax Max",0.16168713814151262
2052,"$150,000 Tax Max",0.1628139894639199
2053,"$150,000 Tax Max",0.16208292071684038
2054,"$150,000 Tax Max",0.16303180928135208
2055,"$150,000 Tax Max",0.16388222872448477
2056,"$150,000 Tax Max",0.16368252168315672
2057,"$150,000 Tax Max",0.16339781801751735
2058,"$150,000 Tax Max",0.16427696502121267
2059,"$150,000 Tax Max",0.1660001582621429
2060,"$150,000 Tax Max",0.16516164923485865
2061,"$150,000 Tax Max",0.16772002455120744
2062,"$150,000 Tax Max",0.16748483120046131
2063,"$150,000 Tax Max",0.16890345431394718
2064,"$150,000 Tax Max",0.1686406046955709
2065,"$150,000 Tax Max",0.16780008379118042
2066,"$150,000 Tax Max",0.1672438531484523
2067,"$150,000 Tax Max",0.17060552309893473
2068,"$150,000 Tax Max",0.16958703435130865
2069,"$150,000 Tax Max",0.17051986005026043
2070,"$150,000 Tax Max",0.17181317205595983
2071,"$150,000 Tax Max",0.17235548584725838
2072,"$150,000 Tax Max",0.17197564522636932
2073,"$150,000 Tax Max",0.17246031551250757
2074,"$150,000 Tax Max",0.17234073146388065
2075,"$150,000 Tax Max",0.1740719440488197
2076,"$150,000 Tax Max",0.17327254583011228
2077,"$150,000 Tax Max",0.17429527239852288
2078,"$150,000 Tax Max",0.17315327071057998
2079,"$150,000 Tax Max",0.17218046858077152
2080,"$150,000 Tax Max",0.17392495016919834
2081,"$150,000 Tax Max",0.17331915074565268
2082,"$150,000 Tax Max",0.17403875186484846
2083,"$150,000 Tax Max",0.1731723623331959
2084,"$150,000 Tax Max",0.17439155435565756
2085,"$150,000 Tax Max",0.17511164021303838
2086,"$150,000 Tax Max",0.1754979716380698
2087,"$150,000 Tax Max",0.17960266447339832
2088,"$150,000 Tax Max",0.18002951321292956
2089,"$150,000 Tax Max",0.18046270800383488
2090,"$150,000 Tax Max",0.18089760824701845
2005,"$180,000 Tax Max",0.11088980239288546
2006,"$180,000 Tax Max",0.11009089601242979
2007,"$180,000 Tax Max",0.1123532664358174
2008,"$180,000 Tax Max",0.11533282945655698
2009,"$180,000 Tax Max",0.12744613244971578
2010,"$180,000 Tax Max",0.13811924563224573
2011,"$180,000 Tax Max",0.13686109240963185
2012,"$180,000 Tax Max",0.13844612298021564
2013,"$180,000 Tax Max",0.13957097916062566
2014,"$180,000 Tax Max",0.14085104582818858
2015,"$180,000 Tax Max",0.13029758252215484
2016,"$180,000 Tax Max",0.1345378178973957
2017,"$180,000 Tax Max",0.13191009327934952
2018,"$180,000 Tax Max",0.13241638922245916
2019,"$180,000 Tax Max",0.1335269219288199
2020,"$180,000 Tax Max",0.13640613661121287
2021,"$180,000 Tax Max",0.13713067027794845
2022,"$180,000 Tax Max",0.14081754146522554
2023,"$180,000 Tax Max",0.14150228377526625
2024,"$180,000 Tax Max",0.1457213114355283
2025,"$180,000 Tax Max",0.1490486990954213
2026,"$180,000 Tax Max",0.1496554403045186
2027,"$180,000 Tax Max",0.15198885744698823
2028,"$180,000 Tax Max",0.15267358424416802
2029,"$180,000 Tax Max",0.15441956279328906
2030,"$180,000 Tax Max",0.1559304785108991
2031,"$180,000 Tax Max",0.15714390102121964
2032,"$180,000 Tax Max",0.15772336254756825
2033,"$180,000 Tax Max",0.16080240803348908
2034,"$180,000 Tax Max",0.16272234578582892
2035,"$180,000 Tax Max",0.16305754432973268
2036,"$180,000 Tax Max",0.16195350402714034
2037,"$180,000 Tax Max",0.1625009238377042
2038,"$180,000 Tax Max",0.1623538898443284
2039,"$180,000 Tax Max",0.16224757383148306
2040,"$180,000 Tax Max",0.162561206166984
2041,"$180,000 Tax Max",0.1613037756363695
2042,"$180,000 Tax Max",0.1612307070003368
2043,"$180,000 Tax Max",0.16214336892266853
2044,"$180,000 Tax Max",0.16210759960972249
2045,"$180,000 Tax Max",0.15962451367827046
2046,"$180,000 Tax Max",0.16051649298558415
2047,"$180,000 Tax Max",0.1602434667431955
2048,"$180,000 Tax Max",0.15990761220523425
2049,"$180,000 Tax Max",0.16067346435727606
2050,"$180,000 Tax Max",0.16123108812244324
2051,"$180,000 Tax Max",0.15998772181480753
2052,"$180,000 Tax Max",0.1611498239266795
2053,"$180,000 Tax Max",0.16045161302557856
2054,"$180,000 Tax Max",0.16154783790407662
2055,"$180,000 Tax Max",0.16237464435557375
2056,"$180,000 Tax Max",0.1622330944186753
2057,"$180,000 Tax Max",0.16201023636753217
2058,"$180,000 Tax Max",0.16293697996423823
2059,"$180,000 Tax Max",0.1646874331123136
2060,"$180,000 Tax Max",0.16383578999331652
2061,"$180,000 Tax Max",0.16642756999769107
2062,"$180,000 Tax Max",0.16621231316632018
2063,"$180,000 Tax Max",0.1676704928432995
2064,"$180,000 Tax Max",0.16741198932225104
2065,"$180,000 Tax Max",0.16658446002021857
2066,"$180,000 Tax Max",0.16599545726812404
2067,"$180,000 Tax Max",0.16944560643305165
2068,"$180,000 Tax Max",0.16840307760290038
2069,"$180,000 Tax Max",0.16930557461829895
2070,"$180,000 Tax Max",0.1706823592649391
2071,"$180,000 Tax Max",0.17133183903318538
2072,"$180,000 Tax Max",0.17093493013554573
2073,"$180,000 Tax Max",0.17135117791519267
2074,"$180,000 Tax Max",0.17128325740752506
2075,"$180,000 Tax Max",0.17305414373651992
2076,"$180,000 Tax Max",0.17226450915195116
2077,"$180,000 Tax Max",0.17327795661422948
2078,"$180,000 Tax Max",0.1720930015003243
2079,"$180,000 Tax Max",0.17116431851885797
2080,"$180,000 Tax Max",0.17294507702272002
2081,"$180,000 Tax Max",0.17232831138885962
2082,"$180,000 Tax Max",0.17303991223639814
2083,"$180,000 Tax Max",0.17221248900544486
2084,"$180,000 Tax Max",0.17345917385961745
2085,"$180,000 Tax Max",0.17418472251745093
2086,"$180,000 Tax Max",0.17451272538698706
2087,"$180,000 Tax Max",0.17871078797362142
2088,"$180,000 Tax Max",0.179135578126856
2089,"$180,000 Tax Max",0.17956668211075832
2090,"$180,000 Tax Max",0.17999948154664208
2005,Eliminate the Tax Max,0.11088980239288546
2006,Eliminate the Tax Max,0.11009089601242979
2007,Eliminate the Tax Max,0.1123532664358174
2008,Eliminate the Tax Max,0.11533282945655698
2009,Eliminate the Tax Max,0.12744613244971578
2010,Eliminate the Tax Max,0.13811924563224573
2011,Eliminate the Tax Max,0.13686109240963185
2012,Eliminate the Tax Max,0.13844612298021564
2013,Eliminate the Tax Max,0.13957097916062566
2014,Eliminate the Tax Max,0.14085104582818858
2015,Eliminate the Tax Max,0.13029758252215484
2016,Eliminate the Tax Max,0.11704269887643116
2017,Eliminate the Tax Max,0.11648333463942445
2018,Eliminate the Tax Max,0.11831527737978294
2019,Eliminate the Tax Max,0.11898823887004346
2020,Eliminate the Tax Max,0.12230176753535563
2021,Eliminate the Tax Max,0.12241068939756619
2022,Eliminate the Tax Max,0.12669805238866635
2023,Eliminate the Tax Max,0.12616494201963477
2024,Eliminate the Tax Max,0.12962353882998798
2025,Eliminate the Tax Max,0.13362955467375814
2026,Eliminate the Tax Max,0.13320912121975387
2027,Eliminate the Tax Max,0.13663615974128357
2028,Eliminate the Tax Max,0.13628052616879735
2029,Eliminate the Tax Max,0.13845446393506064
2030,Eliminate the Tax Max,0.14054388038946322
2031,Eliminate the Tax Max,0.14252971447376342
2032,Eliminate the Tax Max,0.1422447288946056
2033,Eliminate the Tax Max,0.1439789192685641
2034,Eliminate the Tax Max,0.14642577947163402
2035,Eliminate the Tax Max,0.14798562390693729
2036,Eliminate the Tax Max,0.14695733159987337
2037,Eliminate the Tax Max,0.1476710408775165
2038,Eliminate the Tax Max,0.14834696581045267
2039,Eliminate the Tax Max,0.14779034476810565
2040,Eliminate the Tax Max,0.1486659062591133
2041,Eliminate the Tax Max,0.14730534414239455
2042,Eliminate the Tax Max,0.14763099131076524
2043,Eliminate the Tax Max,0.14865114569989732
2044,Eliminate the Tax Max,0.14978626206147344
2045,Eliminate the Tax Max,0.147258547781393
2046,Eliminate the Tax Max,0.1473784555731224
2047,Eliminate the Tax Max,0.1485182439385322
2048,Eliminate the Tax Max,0.14797848781356246
2049,Eliminate the Tax Max,0.14891724546217758
2050,Eliminate the Tax Max,0.151103804204687
2051,Eliminate the Tax Max,0.14879264135454418
2052,Eliminate the Tax Max,0.1512904868376154
2053,Eliminate the Tax Max,0.14980254088929315
2054,Eliminate the Tax Max,0.1511916970092897
2055,Eliminate the Tax Max,0.1520925126466469
2056,Eliminate the Tax Max,0.1535315511042844
2057,Eliminate the Tax Max,0.15278223636684948
2058,Eliminate the Tax Max,0.15438345145678128
2059,Eliminate the Tax Max,0.1569701699803505
2060,Eliminate the Tax Max,0.15480217164618826
2061,Eliminate the Tax Max,0.15829806434299215
2062,Eliminate the Tax Max,0.1570309466026187
2063,Eliminate the Tax Max,0.15995380078824165
2064,Eliminate the Tax Max,0.15988287467396178
2065,Eliminate the Tax Max,0.16043850734552206
2066,Eliminate the Tax Max,0.15736668692036584
2067,Eliminate the Tax Max,0.1632199587502013
2068,Eliminate the Tax Max,0.16068450815595642
2069,Eliminate the Tax Max,0.16093689062886063
2070,Eliminate the Tax Max,0.16230943267899078
2071,Eliminate the Tax Max,0.16403897222205754
2072,Eliminate the Tax Max,0.1637079196832438
2073,Eliminate the Tax Max,0.16383945769950303
2074,Eliminate the Tax Max,0.16329368095608465
2075,Eliminate the Tax Max,0.1657590822913267
2076,Eliminate the Tax Max,0.16450318369888975
2077,Eliminate the Tax Max,0.16598059325919945
2078,Eliminate the Tax Max,0.16571987574083286
2079,Eliminate the Tax Max,0.16416734189308013
2080,Eliminate the Tax Max,0.16596482725697698
2081,Eliminate the Tax Max,0.1655154157716194
2082,Eliminate the Tax Max,0.16625869068436133
2083,Eliminate the Tax Max,0.16462415458873347
2084,Eliminate the Tax Max,0.16665662215838836
2085,Eliminate the Tax Max,0.16837678982420995
2086,Eliminate the Tax Max,0.16779059818184386
2087,Eliminate the Tax Max,0.17278053402098073
2088,Eliminate the Tax Max,0.17319166924689175
2089,Eliminate the Tax Max,0.17360890370866153
2090,Eliminate the Tax Max,0.17402776630043382
2005,14.4% Payroll Tax,0.11088980239288546
2006,14.4% Payroll Tax,0.11009089601242979
2007,14.4% Payroll Tax,0.1123532664358174
2008,14.4% Payroll Tax,0.11533282945655698
2009,14.4% Payroll Tax,0.12744613244971578
2010,14.4% Payroll Tax,0.13811924563224573
2011,14.4% Payroll Tax,0.13686109240963185
2012,14.4% Payroll Tax,0.13844612298021564
2013,14.4% Payroll Tax,0.13957097916062566
2014,14.4% Payroll Tax,0.14085104582818858
2015,14.4% Payroll Tax,0.13029779181169449
2016,14.4% Payroll Tax,0.13657758323666966
2017,14.4% Payroll Tax,0.13537135956149632
2018,14.4% Payroll Tax,0.13688688368627222
2019,14.4% Payroll Tax,0.1388238446897363
2020,14.4% Payroll Tax,0.14180779461369872
2021,14.4% Payroll Tax,0.14267160616490743
2022,14.4% Payroll Tax,0.14656627552260001
2023,14.4% Payroll Tax,0.1474666368244511
2024,14.4% Payroll Tax,0.15194170259906362
2025,14.4% Payroll Tax,0.15557798103217094
2026,14.4% Payroll Tax,0.1563036523920835
2027,14.4% Payroll Tax,0.15883183580778323
2028,14.4% Payroll Tax,0.15970065115963689
2029,14.4% Payroll Tax,0.16163595498411787
2030,14.4% Payroll Tax,0.16313291035763366
2031,14.4% Payroll Tax,0.16450959878933064
2032,14.4% Payroll Tax,0.16520149433221046
2033,14.4% Payroll Tax,0.16838425605023138
2034,14.4% Payroll Tax,0.17039761661896874
2035,14.4% Payroll Tax,0.17065428874104352
2036,14.4% Payroll Tax,0.1697560417842453
2037,14.4% Payroll Tax,0.1702506285641604
2038,14.4% Payroll Tax,0.17014890757173876
2039,14.4% Payroll Tax,0.1700486943872637
2040,14.4% Payroll Tax,0.1702811827557691
2041,14.4% Payroll Tax,0.16899287849476555
2042,14.4% Payroll Tax,0.16904576891091164
2043,14.4% Payroll Tax,0.1697060704962634
2044,14.4% Payroll Tax,0.16966990339915397
2045,14.4% Payroll Tax,0.16717526751490658
2046,14.4% Payroll Tax,0.16811985486083386
2047,14.4% Payroll Tax,0.16772111085166946
2048,14.4% Payroll Tax,0.16738895334133563
2049,14.4% Payroll Tax,0.16814449924117533
2050,14.4% Payroll Tax,0.16863002792572404
2051,14.4% Payroll Tax,0.16747655081371118
2052,14.4% Payroll Tax,0.16858763363311882
2053,14.4% Payroll Tax,0.16795184955165576
2054,14.4% Payroll Tax,0.1687145077042595
2055,14.4% Payroll Tax,0.16974212485589732
2056,14.4% Payroll Tax,0.16949596733619673
2057,14.4% Payroll Tax,0.16926912974221095
2058,14.4% Payroll Tax,0.17015308600038015
2059,14.4% Payroll Tax,0.17195703909264495
2060,14.4% Payroll Tax,0.17123145645417354
2061,14.4% Payroll Tax,0.17376484221684874
2062,14.4% Payroll Tax,0.17369564716663732
2063,14.4% Payroll Tax,0.1751798158499837
2064,14.4% Payroll Tax,0.17492539040707208
2065,14.4% Payroll Tax,0.17408654524297865
2066,14.4% Payroll Tax,0.17379756151968184
2067,14.4% Payroll Tax,0.17710243211928547
2068,14.4% Payroll Tax,0.17614990253799304
2069,14.4% Payroll Tax,0.1772011321340016
2070,14.4% Payroll Tax,0.17844442175197933
2071,14.4% Payroll Tax,0.17897524094944378
2072,14.4% Payroll Tax,0.17860874836078927
2073,14.4% Payroll Tax,0.17920469797243893
2074,14.4% Payroll Tax,0.17920154307676897
2075,14.4% Payroll Tax,0.180891395367146
2076,14.4% Payroll Tax,0.18024116305839688
2077,14.4% Payroll Tax,0.1812607188660455
2078,14.4% Payroll Tax,0.18029987627236965
2079,14.4% Payroll Tax,0.17930502403671827
2080,14.4% Payroll Tax,0.18092719132131252
2081,14.4% Payroll Tax,0.18053380497814858
2082,14.4% Payroll Tax,0.1811807753539075
2083,14.4% Payroll Tax,0.18036435473596266
2084,14.4% Payroll Tax,0.18149017617203658
2085,14.4% Payroll Tax,0.18228266954639286
2086,14.4% Payroll Tax,0.18284122280102824
2087,14.4% Payroll Tax,0.18701246069241928
2088,14.4% Payroll Tax,0.18745670785024984
2089,14.4% Payroll Tax,0.187907565310102
2090,14.4% Payroll Tax,0.1883602038973103
2005,15.4% Payroll Tax,0.11088980239288546
2006,15.4% Payroll Tax,0.11009089601242979
2007,15.4% Payroll Tax,0.1123532664358174
2008,15.4% Payroll Tax,0.11533282945655698
2009,15.4% Payroll Tax,0.12744613244971578
2010,15.4% Payroll Tax,0.13811924563224573
2011,15.4% Payroll Tax,0.13686109240963185
2012,15.4% Payroll Tax,0.13844612298021564
2013,15.4% Payroll Tax,0.13957097916062566
2014,15.4% Payroll Tax,0.14085104582818858
2015,15.4% Payroll Tax,0.13029789432085676
2016,15.4% Payroll Tax,0.1366306349319726
2017,15.4% Payroll Tax,0.13547543831571496
2018,15.4% Payroll Tax,0.13704503702818427
2019,15.4% Payroll Tax,0.13903812483305053
2020,15.4% Payroll Tax,0.14208138376174725
2021,15.4% Payroll Tax,0.14300029732039402
2022,15.4% Payroll Tax,0.1469611376172557
2023,15.4% Payroll Tax,0.14791932662881618
2024,15.4% Payroll Tax,0.15246768902978583
2025,15.4% Payroll Tax,0.15617235931047518
2026,15.4% Payroll Tax,0.15689610990727487
2027,15.4% Payroll Tax,0.15942738676691293
2028,15.4% Payroll Tax,0.16028841183295328
2029,15.4% Payroll Tax,0.16222543226246894
2030,15.4% Payroll Tax,0.1637196598237111
2031,15.4% Payroll Tax,0.16509343700208456
2032,15.4% Payroll Tax,0.16577856018540205
2033,15.4% Payroll Tax,0.1689674658263901
2034,15.4% Payroll Tax,0.17097911332993596
2035,15.4% Payroll Tax,0.1712286422493885
2036,15.4% Payroll Tax,0.17031496156934767
2037,15.4% Payroll Tax,0.17080417900711348
2038,15.4% Payroll Tax,0.17069075361194883
2039,15.4% Payroll Tax,0.1705799541163819
2040,15.4% Payroll Tax,0.17080206431307027
2041,15.4% Payroll Tax,0.16950090293163902
2042,15.4% Payroll Tax,0.16954300600083005
2043,15.4% Payroll Tax,0.17020223677282967
2044,15.4% Payroll Tax,0.17016376540174083
2045,15.4% Payroll Tax,0.16765068213750906
2046,15.4% Payroll Tax,0.1685894930972839
2047,15.4% Payroll Tax,0.16818504018679123
2048,15.4% Payroll Tax,0.1678413822238134
2049,15.4% Payroll Tax,0.16858731043745123
2050,15.4% Payroll Tax,0.16906674950429487
2051,15.4% Payroll Tax,0.16789841140143183
2052,15.4% Payroll Tax,0.16900903517333457
2053,15.4% Payroll Tax,0.16835821344485102
2054,15.4% Payroll Tax,0.16912165314201222
2055,15.4% Payroll Tax,0.1701394319290842
2056,15.4% Payroll Tax,0.16988539998039057
2057,15.4% Payroll Tax,0.16964788534866793
2058,15.4% Payroll Tax,0.17052734788895463
2059,15.4% Payroll Tax,0.17232629085827886
2060,15.4% Payroll Tax,0.17158988297189548
2061,15.4% Payroll Tax,0.17412007636267715
2062,15.4% Payroll Tax,0.17404162342427495
2063,15.4% Payroll Tax,0.17552372098221733
2064,15.4% Payroll Tax,0.175261138504375
2065,15.4% Payroll Tax,0.17441517340670162
2066,15.4% Payroll Tax,0.17411477264102704
2067,15.4% Payroll Tax,0.17742364587318826
2068,15.4% Payroll Tax,0.1764657563811976
2069,15.4% Payroll Tax,0.17751279725100988
2070,15.4% Payroll Tax,0.17875665587821832
2071,15.4% Payroll Tax,0.1792833856761718
2072,15.4% Payroll Tax,0.17891587920972946
2073,15.4% Payroll Tax,0.17950749679830108
2074,15.4% Payroll Tax,0.17950039401010343
2075,15.4% Payroll Tax,0.18119173910361533
2076,15.4% Payroll Tax,0.18053303800103393
2077,15.4% Payroll Tax,0.1815542690976522
2078,15.4% Payroll Tax,0.18058761571979004
2079,15.4% Payroll Tax,0.17958955061524187
2080,15.4% Payroll Tax,0.18121660701574452
2081,15.4% Payroll Tax,0.1808176045391139
2082,15.4% Payroll Tax,0.1814645363249922
2083,15.4% Payroll Tax,0.18064517820138815
2084,15.4% Payroll Tax,0.18177477149176044
2085,15.4% Payroll Tax,0.18256968511027727
2086,15.4% Payroll Tax,0.18312378570382287
2087,15.4% Payroll Tax,0.18730466013064384
2088,15.4% Payroll Tax,0.18774958047168908
2089,15.4% Payroll Tax,0.18820112169064648
2090,15.4% Payroll Tax,0.1886544473446885
2005,BPC Package,0.11088980239288546
2006,BPC Package,0.11009089601242979
2007,BPC Package,0.1123532664358174
2008,BPC Package,0.11533282945655698
2009,BPC Package,0.12744613244971578
2010,BPC Package,0.13811924563224573
2011,BPC Package,0.13686109240963185
2012,BPC Package,0.13844612298021564
2013,BPC Package,0.13957097916062566
2014,BPC Package,0.14085104582818858
2015,BPC Package,0.13035126053862167
2016,BPC Package,0.1365283931434004
2017,BPC Package,0.13367674326637152
2018,BPC Package,0.13330614745791378
2019,BPC Package,0.1337438619924846
2020,BPC Package,0.13639904658793814
2021,BPC Package,0.1369650485415146
2022,BPC Package,0.14038467287640816
2023,BPC Package,0.14070481189348072
2024,BPC Package,0.14436743570935145
2025,BPC Package,0.14706437797786276
2026,BPC Package,0.1469608479231075
2027,BPC Package,0.14847710474500836
2028,BPC Package,0.1483208177918657
2029,BPC Package,0.14906976439207112
2030,BPC Package,0.14969398184153426
2031,BPC Package,0.14994239203573362
2032,BPC Package,0.1497300332470324
2033,BPC Package,0.1517429471318582
2034,BPC Package,0.1529602480318737
2035,BPC Package,0.1523785516242143
2036,BPC Package,0.15077926969941213
2037,BPC Package,0.1505560210406617
2038,BPC Package,0.14997644846150587
2039,BPC Package,0.14933633449367917
2040,BPC Package,0.1493367416424967
2041,BPC Package,0.14747815739182674
2042,BPC Package,0.1471558870614611
2043,BPC Package,0.1476084794932768
2044,BPC Package,0.14739884949618115
2045,BPC Package,0.14471874363414194
2046,BPC Package,0.1450488570511992
2047,BPC Package,0.14448464296523075
2048,BPC Package,0.14412845157989207
2049,BPC Package,0.1445029717876008
2050,BPC Package,0.14480166457322619
2051,BPC Package,0.1433639136207143
2052,BPC Package,0.14408641050086762
2053,BPC Package,0.14344161800446378
2054,BPC Package,0.14408245089210908
2055,BPC Package,0.14464051040860496
2056,BPC Package,0.14419054272645462
2057,BPC Package,0.1437111593164968
2058,BPC Package,0.14445548681760703
2059,BPC Package,0.14575755770407808
2060,BPC Package,0.14477751355097784
2061,BPC Package,0.14702454611767785
2062,BPC Package,0.14636163603646885
2063,BPC Package,0.1475503532038638
2064,BPC Package,0.1469260588925247
2065,BPC Package,0.14608687749822738
2066,BPC Package,0.1451420892179901
2067,BPC Package,0.14825446185374722
2068,BPC Package,0.1468780203048528
2069,BPC Package,0.14749865901061981
2070,BPC Package,0.14832188453624098
2071,BPC Package,0.14864386615108557
2072,BPC Package,0.14807226435346552
2073,BPC Package,0.14824779810980473
2074,BPC Package,0.14781168964340494
2075,BPC Package,0.14909405498926498
2076,BPC Package,0.14807609138462952
2077,BPC Package,0.14872165249434677
2078,BPC Package,0.14767172553592767
2079,BPC Package,0.14720902538269912
2080,BPC Package,0.1485074865246775
2081,BPC Package,0.14776983757613266
2082,BPC Package,0.14840176891354195
2083,BPC Package,0.14752609515950602
2084,BPC Package,0.14852231269070826
2085,BPC Package,0.14898516877495738
2086,BPC Package,0.1487652860483074
2087,BPC Package,0.1518883120431092
2088,BPC Package,0.15224803243118612
2089,BPC Package,0.1526131341464917
2090,BPC Package,0.15297970978304923
